old_sentence,new_sentence,modify_type
”The Vice Chairman’s remarks triggered a buzz with many speculating on what the future could hold for “radical options.,"Indeed, while North Korean President Kim Jong-un certainly tends toward the hyperbolic, Pyongyang’s repeated missile tests have frayed the nerves of neighbors — particularly those of U.",3
"The pilot’s amazing pictures sure look thrilling, but they also have a dark undertone.","It is designed to ensure peace and security on the Korean Peninsula, and reaffirms the U.",3
What do you think of this missile defense system testing by the Chinese government?,A slug that big going Mach 7 puts a hole through six half-inch steel plates this big.,3
"Though they do have issues to deal with in their own region, it seems they may be looking to extend their influence further.","The paper estimates, as of that year, North Korea had 2,500 to 5,000 tons of chemical weapons, including anthrax, smallpox and plague.",3
It makes perfect sense for any nation to develop and test defensive systems.,modernize the system is an unnecessary one that comes at a sizeable price tag and does the opposite of advancing nuclear security and disarmament.,3
"North Korea a 'global threat,' says IAEA chief after latest testAnd of course, the North Korean regime still stands accused of having recently used the nerve agent VX to assassinate Kim Jong Nam in Kuala Lumpa.",The nationheld its sixth and most powerful nuclear testto date on Sunday claiming it was the detonation of a thermonuclear weapon built for its ICBMs.,3
"4 tonnes, but required roughly 60,000 people to be evacuated from Frankfurt to ensure their safety.",North Korean propaganda media stated: “Our revolutionary strong army is keenly watching every move by enemy elements with our nuclear sight focused on the U.,3
North Korea's apparent possession of an atomic bomb was already causing serious concern.,Experts say this could have been a tunnel collapse at the nuclear site and that such an event increases the likelihood of a radionuclide gas release.,3
"So yes, we need to take this recent development and the threat it represents very seriously indeed.",China's U.,3
The high court case is Gill v.,"Experts said it was not an intercontinental ballistic missile (ICBM), which would be able to reach targets around the world.",3
Trump said.,Atomic weapons like those previously tested by North Korea rely on nuclear fission to release energy —basically splitting atoms.,3
drones depart the area through the “de-confliction” line as Russian-backed Syrian forces battle to recapture the ISIS-held city of Deir ez-Zor located in eastern Syria.,"After North Korea missile launch fails Trump makes bold move, he said it’s time to stop Kim Jong-un.",3
"Like Secretary of State Rex Tillerson did a week ago, Kelly himself came out to say—you got it wrong.",He would have sent one billion dollars to Iran and a public apology and huge PLEASE to them!,3
A missile appears to have been launched from North Korea.,Because a satellite trajectory is different from an ICBM trajectory that is aiming to go into a city.,3
"The missile flew over the northern island of Hokkaido, where thousands were awoken by air-raid sirens for the second time in just three weeks, and landed some 1,240 miles off the cape of Erimo just before 7am local time (10pm Thursday GMT).",Share this poll with your friends on Facebook and Twitter!,3
"Japanese Prime Minister Shinzo Abe made an early morning statement saying North Korea was ‘trampling’ on international peaceful efforts, saying the UN sanctions needed to be firmly imposed.",The November test of a previously unknown type of missile known as Hwasong-15 was North Korea's highest altitude flight to date.,3
Take cover in a building or underground.,"HANS KRISTENSEN: The real issue for the United States I think is not so much about, should we do this?",3
